Lab,Target,SamName,isCtrl,isCalib,Replicate,dPCR,Raw.Value,Experiment
Biogazelle,E2:N,s10,FALSE,FALSE,3,FALSE,29.88612034,2
Biogazelle,E2:N,s10,FALSE,FALSE,4,FALSE,29.72513375,2
Biogazelle,E2:N,s11,FALSE,FALSE,1,FALSE,NA,2
Biogazelle,E2:N,s11,FALSE,FALSE,2,FALSE,NA,2
Biogazelle,E2:N,s11,FALSE,FALSE,3,FALSE,NA,2
Biogazelle,E2:N,s11,FALSE,FALSE,4,FALSE,44.46548438,2
Biogazelle,E2:N,s12,FALSE,FALSE,1,FALSE,NA,2
Biogazelle,E2:N,s12,FALSE,FALSE,2,FALSE,NA,2
Biogazelle,E2:N,s12,FALSE,FALSE,3,FALSE,NA,2
Biogazelle,E2:N,s12,FALSE,FALSE,4,FALSE,NA,2
Biogazelle,E2:N,s13,FALSE,FALSE,1,FALSE,NA,2
Biogazelle,E2:N,s13,FALSE,FALSE,2,FALSE,NA,2
Biogazelle,E2:N,s13,FALSE,FALSE,3,FALSE,NA,2
Biogazelle,E2:N,s13,FALSE,FALSE,4,FALSE,NA,2
Biogazelle,E2:N,s14,FALSE,FALSE,1,FALSE,NA,2
Biogazelle,E2:N,s14,FALSE,FALSE,2,FALSE,NA,2
Biogazelle,E2:N,s14,FALSE,FALSE,3,FALSE,NA,2
Biogazelle,E2:N,s14,FALSE,FALSE,4,FALSE,NA,2
Biogazelle,E2:N,s15,FALSE,FALSE,1,FALSE,NA,2
Biogazelle,E2:N,s15,FALSE,FALSE,2,FALSE,NA,2
Biogazelle,E2:N,s15,FALSE,FALSE,3,FALSE,NA,2
Biogazelle,E2:N,s15,FALSE,FALSE,4,FALSE,NA,2
Biogazelle,E2:N,LGC,TRUE,TRUE,1,FALSE,35.70611088,2
Biogazelle,E2:N,LGC,TRUE,TRUE,2,FALSE,35.25760845,2
Biogazelle,E2:N,LGC,TRUE,TRUE,3,FALSE,34.72095469,2
Biogazelle,E2:N,LGC,TRUE,TRUE,4,FALSE,35.0019864,2
Biogazelle,E2:N,AcroMetrix,TRUE,TRUE,1,FALSE,38.52524676,2
Biogazelle,E2:N,AcroMetrix,TRUE,TRUE,2,FALSE,38.41066215,2
Biogazelle,E2:N,AcroMetrix,TRUE,TRUE,3,FALSE,39.5000814,2
Biogazelle,E2:N,AcroMetrix,TRUE,TRUE,4,FALSE,39.76194796,2
